doi,modality,split,label
10.2147/cmar.s293322,text,internal,paper_mill
10.1002/iub.2029,text,internal,paper_mill
10.1155/2022/4132989,text,internal,paper_mill
10.26355/eurrev_202005_21188,text,internal,paper_mill
10.1177/2058738418812349,text,internal,paper_mill
10.1155/2022/6589651,text,internal,paper_mill
10.3892/ijo.2018.4586,text,internal,paper_mill
10.3892/etm.2019.7812,text,internal,paper_mill
10.1155/2022/7376844,text,internal,paper_mill
10.3892/etm.2021.9949,text,internal,paper_mill
10.1155/2022/3585540,text,internal,paper_mill
10.1155/2022/6878783,text,internal,paper_mill
10.3892/ol.2019.11222,text,internal,paper_mill
10.1155/2022/1279961,text,internal,paper_mill
10.1002/jcb.26889,text,internal,paper_mill
10.1155/2022/4486104,text,internal,paper_mill
10.3389/fonc.2021.673276,text,internal,paper_mill
10.3389/fphar.2019.01700,text,internal,paper_mill
10.1155/2020/2953598,text,internal,paper_mill
10.1155/2021/6289337,text,internal,paper_mill
10.1155/2022/7781686,text,internal,paper_mill
10.1155/2022/5787808,text,internal,paper_mill
10.1002/ar.24308,text,internal,paper_mill
10.1155/2022/8307865,text,internal,paper_mill
10.1042/bsr20171563,text,internal,paper_mill
10.3892/ijmm.2016.2754,text,internal,paper_mill
10.1155/2022/4600751,text,internal,paper_mill
10.1002/jcb.27307,text,internal,paper_mill
10.1002/2211-5463.12620,text,internal,paper_mill
10.3892/mmr.2019.9990,text,internal,paper_mill
10.1177/1559325820918052,text,internal,paper_mill
10.1155/2022/5248230,text,internal,paper_mill
10.1039/c9ra04380b,text,internal,paper_mill
10.1155/2022/7168929,text,internal,paper_mill
10.3727/096504017x15132494420120,text,internal,paper_mill
10.1002/biof.1616,text,internal,paper_mill
10.1007/s13277-015-4389-8,text,internal,paper_mill
10.2147/ott.s229739,text,internal,paper_mill
10.1155/2022/2048095,text,internal,paper_mill
10.1155/2022/6862463,text,internal,paper_mill
10.3892/ol.2015.3077,text,internal,paper_mill
10.1016/j.biopha.2018.07.119,text,internal,paper_mill
10.1177/09603271221084671,text,internal,paper_mill
10.1039/c4tb00960f,text,internal,paper_mill
10.26355/eurrev_202005_21314,text,internal,paper_mill
10.1155/2022/6257536,text,internal,paper_mill
10.1155/2022/3163230,text,internal,paper_mill
10.1155/2022/3737137,text,internal,paper_mill
10.1155/2022/6128845,text,internal,paper_mill
10.2147/ott.s248338,text,internal,paper_mill
10.1155/2022/7495418,text,internal,paper_mill
10.1159/000492279,text,internal,paper_mill
10.3233/jifs-233510,text,internal,paper_mill
10.1155/2022/8576768,text,internal,paper_mill
10.1177/00369330231187655,text,internal,paper_mill
10.1155/2022/4764720,text,internal,paper_mill
10.1159/000487178,text,internal,paper_mill
10.1155/2021/6662114,text,internal,paper_mill
10.1016/j.pharep.2016.09.012,text,internal,paper_mill
10.1155/2021/9299001,text,internal,paper_mill
10.3892/ol.2019.10985,text,internal,paper_mill
10.1155/2022/2672033,text,internal,paper_mill
10.26355/eurrev_201911_19444,text,internal,paper_mill
10.5114/aoms.2019.83512,text,internal,paper_mill
10.1155/2022/9168441,text,internal,paper_mill
10.3892/etm.2017.4828,text,internal,paper_mill
10.1155/2022/8953807,text,internal,paper_mill
10.1016/j.yexmp.2018.08.011,text,internal,paper_mill
10.1016/j.cellsig.2021.109982,text,internal,paper_mill
10.1155/2023/5803661,text,internal,paper_mill
10.1155/2022/9747880,text,internal,paper_mill
10.3892/mmr.2016.6059,text,internal,paper_mill
10.1155/2021/8715823,text,internal,paper_mill
10.3892/or.2017.5423,text,internal,paper_mill
10.26355/eurrev_201801_14112,text,internal,paper_mill
10.1155/2021/6631533,text,internal,paper_mill
10.1177/1559325820907536,text,internal,paper_mill
10.1177/1533033819874803,text,internal,paper_mill
10.3892/or.2017.5979,text,internal,paper_mill
10.3892/ijmm.2021.4932,text,internal,paper_mill
10.2147/ott.s193675,text,internal,paper_mill
10.1155/2022/4357088,text,internal,paper_mill
10.1155/2021/5573469,text,internal,paper_mill
10.1155/2022/2244228,text,internal,paper_mill
10.3892/ijmm.2020.4581,text,internal,paper_mill
10.1155/2022/8616535,text,internal,paper_mill
10.1155/2021/5557309,text,internal,paper_mill
10.1002/jcp.29069,text,internal,paper_mill
10.1002/jcb.27344,text,internal,paper_mill
10.1155/2021/9957161,text,internal,paper_mill
10.1155/2022/5509129,text,internal,paper_mill
10.1155/2022/4477099,text,internal,paper_mill
10.3892/or.2020.7456,text,internal,paper_mill
10.1042/bsr20171607,text,internal,paper_mill
10.1155/2021/4256347,text,internal,paper_mill
10.3389/fmolb.2020.603701,text,internal,paper_mill
10.1155/2021/4757668,text,internal,paper_mill
10.1155/2022/7247549,text,internal,paper_mill
10.1155/2022/6187275,text,internal,paper_mill
10.1155/2022/2218140,text,internal,paper_mill
10.1155/2023/3560340,text,internal,paper_mill
10.1002/jcb.26556,text,internal,paper_mill
10.3892/etm.2020.9548,text,internal,paper_mill
10.3892/mmr.2017.6841,text,internal,paper_mill
10.1177/09544119221113180,text,internal,paper_mill
10.1002/cam4.2839,text,internal,paper_mill
10.3892/or.2016.5257,text,internal,paper_mill
10.3892/mmr.2017.8361,text,internal,paper_mill
10.1155/2022/7799812,text,internal,paper_mill
10.1155/2021/2488804,text,internal,paper_mill
10.1016/j.lfs.2017.09.026,text,internal,paper_mill
10.1155/2022/4968754,text,internal,paper_mill
10.3892/or.2017.5815,text,internal,paper_mill
10.1155/2022/5358030,text,internal,paper_mill
10.1155/2022/3050199,text,internal,paper_mill
10.1155/2022/7214904,text,internal,paper_mill
10.3892/or.2016.4810,text,internal,paper_mill
10.3892/ijo.2018.4637,text,internal,paper_mill
10.1155/2021/7377299,text,internal,paper_mill
10.1155/2022/7037497,text,internal,paper_mill
10.3892/mmr.2017.7664,text,internal,paper_mill
10.3892/or.2017.6119,text,internal,paper_mill
10.1155/2021/6650791,text,internal,paper_mill
10.1155/2022/9089365,text,internal,paper_mill
10.1155/2022/5467712,text,internal,paper_mill
10.1155/2021/1221899,text,internal,paper_mill
10.1155/2022/2587120,text,internal,paper_mill
10.1155/2021/8893652,text,internal,paper_mill
10.1155/2021/8032209,text,internal,paper_mill
10.1039/c9ra07854a,text,internal,paper_mill
10.1007/s12253-017-0334-z,text,internal,paper_mill
10.1002/jcb.26459,text,internal,paper_mill
10.3892/or.2015.4175,text,internal,paper_mill
10.1177/15353702211041029,text,internal,paper_mill
10.26355/eurrev_202001_20037,text,internal,paper_mill
10.3892/ol.2017.6558,text,internal,paper_mill
10.1155/2021/5953881,text,internal,paper_mill
10.1155/2021/9984357,text,internal,paper_mill
10.3892/ijo.2016.3398,text,internal,paper_mill
10.1155/2022/2415129,text,internal,paper_mill
10.1159/000481871,text,internal,paper_mill
10.26355/eurrev_201905_17785,text,internal,paper_mill
10.1155/2022/9304392,text,internal,paper_mill
10.1155/2021/6636891,text,internal,paper_mill
10.1155/2022/2702328,text,internal,paper_mill
10.26355/eurrev_201811_16251,text,internal,paper_mill
10.1155/2022/2731744,text,internal,paper_mill
10.2147/cmar.s200566,text,internal,paper_mill
10.3389/fcell.2021.686453,text,internal,paper_mill
10.1155/2022/6716937,text,internal,paper_mill
10.1371/journal.pone.0114585,text,internal,paper_mill
10.2147/ott.s240022,text,internal,paper_mill
10.1155/2022/8100325,text,internal,paper_mill
10.1155/2021/4242646,text,internal,paper_mill
10.2147/ott.s245537,text,internal,paper_mill
10.1042/bsr20160542,text,internal,paper_mill
10.1155/2021/5888432,text,internal,paper_mill
10.3892/ol.2016.4577,text,internal,paper_mill
10.1155/2022/5378963,text,internal,paper_mill
10.1155/2022/4237040,text,internal,paper_mill
10.1155/2022/9448144,text,internal,paper_mill
10.1002/jcb.27403,text,internal,paper_mill
10.1155/2022/2608633,text,internal,paper_mill
10.1002/jcp.28716,text,internal,paper_mill
10.1155/2022/6365485,text,internal,paper_mill
10.1155/2022/3618197,text,internal,paper_mill
10.3892/etm.2018.6825,text,internal,paper_mill
10.1186/s12885-019-5425-7,text,internal,paper_mill
10.1002/2211-5463.12933,text,internal,paper_mill
10.26355/eurrev_201912_19790,text,internal,paper_mill
10.1002/jcp.27093,text,internal,paper_mill
10.1155/2022/9054266,text,internal,paper_mill
10.1155/2022/7386516,text,internal,paper_mill
10.1021/acsomega.0c06270,text,internal,paper_mill
10.1002/jcb.28692,text,internal,paper_mill
10.1155/2022/2901189,text,internal,paper_mill
10.1002/cam4.1329,text,internal,paper_mill
10.1155/2021/1090698,text,internal,paper_mill
10.1007/s11010-022-04406-3,text,internal,paper_mill
10.1155/2021/5771101,text,internal,paper_mill
10.1155/2022/9694425,text,internal,paper_mill
10.1002/jcb.27208,text,internal,paper_mill
10.3892/ol.2020.12253,text,internal,paper_mill
10.1155/2022/9557061,text,internal,paper_mill
10.1155/2022/5160748,text,internal,paper_mill
10.1155/2020/3589871,text,internal,paper_mill
10.1186/s13046-018-0846-8,text,internal,paper_mill
10.1155/2022/5707504,text,internal,paper_mill
10.1155/2023/6412679,text,internal,paper_mill
10.1155/2021/6241469,text,internal,paper_mill
10.26355/eurrev_202003_20509,text,internal,paper_mill
10.1159/000493712,text,internal,paper_mill
10.2147/cmar.s270646,text,internal,paper_mill
10.2147/cmar.s269572,text,internal,paper_mill
10.26355/eurrev_201801_14179,text,internal,paper_mill
10.1155/2021/5538535,text,internal,paper_mill
10.1155/2021/8700506,text,internal,paper_mill
10.26355/eurrev_201905_17926,text,internal,paper_mill
10.1042/bsr20170109,text,internal,paper_mill
10.1039/c9ra08248d,text,internal,paper_mill
10.1155/2022/9556880,text,internal,paper_mill
10.1002/ar.24363,text,internal,paper_mill
10.1155/2021/8522417,text,internal,paper_mill
10.1155/2022/4299919,text,internal,paper_mill
10.1111/jcmm.16909,text,internal,paper_mill
10.26355/eurrev_201911_19419,text,internal,paper_mill
10.1002/jcb.27280,text,internal,paper_mill
10.1155/2022/6602648,text,internal,paper_mill
10.1186/s12885-019-5750-x,text,internal,paper_mill
10.1080/15384101.2020.1749404,text,internal,paper_mill
10.1155/2021/4452500,text,internal,paper_mill
10.1155/2022/7514898,text,internal,paper_mill
10.1155/2022/4456987,text,internal,paper_mill
10.26355/eurrev_202002_20153,text,internal,paper_mill
10.1155/2021/2840043,text,internal,paper_mill
10.1080/21691401.2020.1725532,text,internal,paper_mill
10.26355/eurrev_201907_18294,text,internal,paper_mill
10.1155/2022/2629509,text,internal,paper_mill
10.3892/ol.2013.1546,text,internal,paper_mill
10.1155/2022/2805607,text,internal,paper_mill
10.1155/2022/4931210,text,internal,paper_mill
10.1155/2022/4119912,text,internal,paper_mill
10.3892/etm.2014.1501,text,internal,paper_mill
10.1155/2021/5528982,text,internal,paper_mill
10.1002/2211-5463.12500,text,internal,paper_mill
10.1155/2021/6248793,text,internal,paper_mill
10.1155/2020/3208391,text,internal,paper_mill
10.1155/2022/8615242,text,internal,paper_mill
10.1155/2022/3546455,text,internal,paper_mill
10.1155/2022/6830366,text,internal,paper_mill
10.1016/j.yexmp.2019.104285,text,internal,paper_mill
10.1002/jcp.28853,text,internal,paper_mill
10.1177/1533033820957000,text,internal,paper_mill
10.1155/2021/1522250,text,internal,paper_mill
10.1002/jcb.26451,text,internal,paper_mill
10.1155/2022/5648195,text,internal,paper_mill
10.1080/21691401.2019.1645151,text,internal,paper_mill
10.1155/2022/4411054,text,internal,paper_mill
10.1155/2021/1808081,text,internal,paper_mill
10.1155/2022/7445042,text,internal,paper_mill
10.1155/2022/1084853,text,internal,paper_mill
10.1155/2023/7550317,text,internal,paper_mill
10.1155/2014/837543,text,internal,paper_mill
10.1042/bsr20170021,text,internal,paper_mill
10.26355/eurrev_201908_18540,text,internal,paper_mill
10.1155/2022/3233004,text,internal,paper_mill
10.1155/2020/2547902,text,internal,paper_mill
10.1007/s13277-015-4603-8,text,internal,paper_mill
10.1002/jcb.26431,text,internal,paper_mill
10.1080/15384101.2021.2022845,text,internal,paper_mill
10.1155/2022/9000331,text,internal,paper_mill
10.1002/2211-5463.12142,text,internal,paper_mill
10.1080/15384101.2020.1731652,text,internal,paper_mill
10.1155/2021/3761858,text,internal,paper_mill
10.3892/ol.2019.9901,text,internal,paper_mill
10.1159/000453189,text,internal,paper_mill
10.3892/or.2015.4321,text,internal,paper_mill
10.1155/2022/5642529,text,internal,paper_mill
10.2147/ott.s180850,text,internal,paper_mill
10.1155/2022/6914157,text,internal,paper_mill
10.3727/096504017x15061926356644,text,internal,paper_mill
10.3892/etm.2019.7226,text,internal,paper_mill
10.1155/2022/7963146,text,internal,paper_mill
10.3892/ijmm.2014.1822,text,internal,paper_mill
10.1155/2021/1951364,text,internal,paper_mill
10.3892/or.2014.3623,text,internal,paper_mill
10.3892/or.2017.5812,text,internal,paper_mill
10.1159/000485360,text,internal,paper_mill
10.1155/2022/1091042,text,internal,paper_mill
10.1155/2021/6627562,text,internal,paper_mill
10.1016/j.febslet.2013.04.029,text,internal,paper_mill
10.2147/ott.s234144,text,internal,paper_mill
10.1155/2022/8776565,text,internal,paper_mill
10.1002/zaac.201900072,text,internal,paper_mill
10.31083/j.fbe1401002,text,internal,paper_mill
10.1002/jcb.26763,text,internal,paper_mill
10.1002/1878-0261.12760,text,internal,paper_mill
10.1177/2058739219847830,text,internal,paper_mill
10.1155/2022/8926221,text,internal,paper_mill
10.1155/2022/2184867,text,internal,paper_mill
10.1002/2211-5463.12642,text,internal,paper_mill
10.1002/jcb.26658,text,internal,paper_mill
10.1177/1533034618756784,text,internal,paper_mill
10.1177/2058739218781125,text,internal,paper_mill
10.1002/ar.24307,text,internal,paper_mill
10.1155/2022/2271788,text,internal,paper_mill
10.1155/2022/7745227,text,internal,paper_mill
10.2147/ott.s239648,text,internal,paper_mill
10.1155/2021/6653747,text,internal,paper_mill
10.1177/09544119221122028,text,internal,paper_mill
10.1155/2022/4899555,text,internal,paper_mill
10.1080/24701556.2020.1862208,text,internal,paper_mill
10.1155/2022/1493847,text,internal,paper_mill
10.1155/2021/5868501,text,internal,paper_mill
10.1155/2022/8003525,text,internal,paper_mill
10.1155/2022/4668774,text,internal,paper_mill
10.1155/2022/8495159,text,internal,paper_mill
10.1155/2021/2342784,text,internal,paper_mill
10.1155/2021/6622342,text,internal,paper_mill
10.3892/ol.2017.5941,text,internal,paper_mill
10.1155/2021/6091585,text,internal,paper_mill
10.3892/ijo.2016.3708,text,internal,paper_mill
10.3233/cbm-181459,text,internal,paper_mill
10.26355/eurrev_202004_20994,text,internal,paper_mill
10.1039/c8ra10030f,text,internal,paper_mill
10.1155/2020/3740418,text,internal,paper_mill
10.1002/jcb.29458,text,internal,paper_mill
10.1155/2022/2605592,text,internal,paper_mill
10.3892/or.2015.4495,text,internal,paper_mill
10.1155/2021/2709461,text,internal,paper_mill
10.1155/2022/4880151,text,internal,paper_mill
10.1155/2021/6683708,text,internal,paper_mill
10.1155/2022/2805645,text,internal,paper_mill
10.1155/2021/2057782,text,internal,paper_mill
10.1002/jcp.29301,text,internal,paper_mill
10.26355/eurrev_202001_20053,text,internal,paper_mill
10.1155/2022/4704107,text,internal,paper_mill
10.1155/2022/5472446,text,internal,paper_mill
10.1177/0300060519896154,text,internal,paper_mill
10.1155/2023/5746940,text,internal,paper_mill
10.3892/or.2014.3626,text,internal,paper_mill
10.3389/fonc.2020.571914,text,internal,paper_mill
10.1177/2058739218819283,text,internal,paper_mill
10.1155/2022/6879035,text,internal,paper_mill
10.3892/ol.2015.4018,text,internal,paper_mill
10.1155/2023/6970256,text,internal,paper_mill
10.1080/24701556.2019.1709505,text,internal,paper_mill
10.1155/2023/3164166,text,internal,paper_mill
10.1002/jcb.26671,text,internal,paper_mill
10.3892/mmr.2018.9090,text,internal,paper_mill
10.1155/2022/4752782,text,internal,paper_mill
10.2147/cmar.s318980,text,internal,paper_mill
10.1155/2022/5792866,text,internal,paper_mill
10.1002/zaac.201800522,text,internal,paper_mill
10.1002/jcp.29050,text,internal,paper_mill
10.1155/2022/4797454,text,internal,paper_mill
10.3892/ijmm.2020.4704,text,internal,paper_mill
10.1155/2022/5162225,text,internal,paper_mill
10.1042/bsr20194026,text,internal,paper_mill
10.1155/2020/2539150,text,internal,paper_mill
10.1155/2023/9477442,text,internal,paper_mill
10.1155/2022/6336700,text,internal,paper_mill
10.18632/oncotarget.20455,text,internal,paper_mill
10.1177/2058739220942339,text,internal,paper_mill
10.2147/cmar.s211122,text,internal,paper_mill
10.1155/2022/5746761,text,internal,paper_mill
10.1177/1533033819874808,text,internal,paper_mill
10.2147/ott.s199196,text,internal,paper_mill
10.1155/2022/7386946,text,internal,paper_mill
10.3892/or.2016.5029,text,internal,paper_mill
10.26355/eurrev_201903_17395,text,internal,paper_mill
10.3892/ol.2019.11241,text,internal,paper_mill
10.26355/eurrev_202001_20052,text,internal,paper_mill
10.1080/24701556.2019.1706568,text,internal,paper_mill
10.1155/2021/6835963,text,internal,paper_mill
10.1590/1414-431x20198385,text,internal,paper_mill
