doi,pmid,pmcid,label,source,journal,country,pub_year
10.1155/2021/8666498,34671450,,paper_mill,retraction_watch,Journal of Healthcare Engineering,Afghanistan;China,2021
10.1155/2022/2351366,35321202,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2021/2840043,34737848,,paper_mill,retraction_watch,Journal of Healthcare Engineering,China,2021
10.1155/2021/5906855,34733454,,paper_mill,retraction_watch,Journal of Healthcare Engineering,China,2021
10.1155/2022/2641239,,,paper_mill,retraction_watch,Journal of Nanomaterials,Ethiopia;Iraq;Jordan,2022
10.1155/2022/2143510,36275956,,paper_mill,retraction_watch,Computational Intelligence and Neuroscience,Iraq;Jordan;Saudi Arabia,2022
10.1155/2022/9896490,35669670,,paper_mill,retraction_watch,Computational Intelligence and Neuroscience,Jordan;Saudi Arabia,2022
10.1155/2022/4153211,35096129,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2021/2281327,34876921,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2021
10.1155/2021/6835963,34880978,,paper_mill,retraction_watch,Journal of Healthcare Engineering,China,2021
10.1155/2022/7979523,35035524,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2021/2673013,34925537,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2021
10.1155/2022/8926221,35126665,,paper_mill,retraction_watch,Applied Bionics and Biomechanics,China,2022
10.1155/2022/1940846,35251295,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2022/8500910,35126640,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2022/7386516,35465180,,paper_mill,retraction_watch,Applied Bionics and Biomechanics,China,2022
10.1155/2022/8979404,35281945,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2022/6600278,35154377,,paper_mill,retraction_watch,Applied Bionics and Biomechanics,Saudi Arabia,2022
10.1155/2021/3870147,34777732,,paper_mill,retraction_watch,Journal of Healthcare Engineering,Jordan,2021
10.1155/2021/8522417,35003326,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2021
10.1155/2022/8537966,35126664,,paper_mill,retraction_watch,Applied Bionics and Biomechanics,China,2022
10.1155/2022/6988237,35572056,,paper_mill,retraction_watch,Applied Bionics and Biomechanics,China,2022
10.1155/2022/6428796,35047154,,paper_mill,retraction_watch,Journal of Healthcare Engineering,China,2022
10.1155/2022/9294634,35721237,,paper_mill,retraction_watch,Applied Bionics and Biomechanics,China,2022
10.1155/2023/5272125,37077340,,paper_mill,retraction_watch,Disease Markers,China,2023
10.1155/2022/4591982,36263001,,paper_mill,retraction_watch,Contrast Media & Molecular Imaging,China,2022
10.1155/2022/6771005,36277019,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2022/4525892,36017154,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2022/4764720,36262999,,paper_mill,retraction_watch,Contrast Media & Molecular Imaging,China,2022
10.1155/2022/1889467,36193506,,paper_mill,retraction_watch,Disease Markers,China,2022
10.1155/2022/6960304,36199775,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2022/4668774,35845960,,paper_mill,retraction_watch,BioMed Research International,China,2022
10.1155/2021/6653439,33628802,,paper_mill,retraction_watch,BioMed Research International,China,2021
10.1155/2022/8579279,36237581,,paper_mill,retraction_watch,Contrast Media & Molecular Imaging,China,2022
10.1155/2022/6959237,35035531,,paper_mill,retraction_watch,Applied Bionics and Biomechanics,China,2022
10.1155/2021/9995384,34337071,,paper_mill,retraction_watch,BioMed Research International,China,2021
10.1155/2022/4235316,36204335,,paper_mill,retraction_watch,Emergency Medicine International,China,2022
10.1155/2022/8931131,35465182,,paper_mill,retraction_watch,Applied Bionics and Biomechanics,China,2022
10.1155/2022/1573562,35814577,,paper_mill,retraction_watch,Computational Intelligence and Neuroscience,China,2022
10.1155/2022/7911801,36033565,,paper_mill,retraction_watch,BioMed Research International,China,2022
10.1155/2022/9380283,36203531,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2023/4814328,37082458,,paper_mill,retraction_watch,Disease Markers,China,2023
10.1155/2022/8371885,36017155,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2022/8263986,35694276,,paper_mill,retraction_watch,Applied Bionics and Biomechanics,China,2022
10.1155/2021/6659701,33575336,,paper_mill,retraction_watch,BioMed Research International,China,2021
10.1155/2022/2105332,35510043,,paper_mill,retraction_watch,Applied Bionics and Biomechanics,China,2022
10.1155/2022/5892463,35528541,,paper_mill,retraction_watch,Applied Bionics and Biomechanics,China,2022
10.1155/2022/8091114,36105671,,paper_mill,retraction_watch,Emergency Medicine International,China,2022
10.1155/2022/7102500,35720901,,paper_mill,retraction_watch,Computational Intelligence and Neuroscience,China,2022
10.1155/2022/1706585,35669731,,paper_mill,retraction_watch,BioMed Research International,China,2022
10.1155/2022/4370341,35496056,,paper_mill,retraction_watch,BioMed Research International,China,2022
10.1155/2022/5260608,36267307,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2022/9714140,36217504,,paper_mill,retraction_watch,Disease Markers,China,2022
10.1155/2022/5217625,36193313,,paper_mill,retraction_watch,BioMed Research International,China,2022
10.1155/2022/1447207,36213586,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2022/6175053,35620225,,paper_mill,retraction_watch,BioMed Research International,China,2022
10.1155/2022/4899555,36238486,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2023/9638322,37091895,,paper_mill,retraction_watch,Disease Markers,China,2023
10.1155/2022/9897669,36164617,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2022/7469041,36119930,,paper_mill,retraction_watch,BioMed Research International,China,2022
10.1155/2022/5492602,35814563,,paper_mill,retraction_watch,Computational Intelligence and Neuroscience,China,2022
10.1155/2021/6653793,33681364,,paper_mill,retraction_watch,BioMed Research International,Canada;China,2021
10.1155/2022/3726351,36267302,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2022/7171126,35782068,,paper_mill,retraction_watch,BioMed Research International,China,2022
10.1155/2022/8953807,35860189,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2022/9022700,35712071,,paper_mill,retraction_watch,Computational Intelligence and Neuroscience,China,2022
10.1155/2021/7561645,34552988,,paper_mill,retraction_watch,BioMed Research International,China,2021
10.1155/2022/9774219,35924107,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2021/6640652,34095306,,paper_mill,retraction_watch,BioMed Research International,China,2021
10.1155/2022/5160748,35607429,,paper_mill,retraction_watch,Applied Bionics and Biomechanics,China,2022
10.1155/2022/5220368,35432591,,paper_mill,retraction_watch,Applied Bionics and Biomechanics,China,2022
10.1155/2022/4082196,35494518,,paper_mill,retraction_watch,Journal of Healthcare Engineering,China,2022
10.1155/2022/6106914,35528536,,paper_mill,retraction_watch,Applied Bionics and Biomechanics,China,2022
10.21037/atm-20-5006,32793730,,paper_mill,retraction_watch,Annals of Translational Medicine,China,2020
10.1155/2022/1707914,35402616,,paper_mill,retraction_watch,BioMed Research International,China,2022
10.1155/2023/3783631,37457497,,paper_mill,retraction_watch,Journal of Healthcare Engineering,China,2023
10.1155/2022/5140148,35528341,,paper_mill,retraction_watch,Computational Intelligence and Neuroscience,Bangladesh;Saudi Arabia,2022
10.1155/2021/4520450,34876924,,paper_mill,retraction_watch,Applied Bionics and Biomechanics,Ethiopia;Iraq;Saudi Arabia,2021
10.1155/2022/3963681,35265711,,paper_mill,retraction_watch,BioMed Research International,China,2022
10.1155/2021/2360717,34888022,,paper_mill,retraction_watch,Journal of Healthcare Engineering,China,2021
10.1155/2022/9554223,36199769,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2022/8348272,35586820,,paper_mill,retraction_watch,BioMed Research International,China,2022
10.1155/2022/6879566,35342756,,paper_mill,retraction_watch,BioMed Research International,China,2022
10.1155/2022/9618193,36262871,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2022/6187275,35401789,,paper_mill,retraction_watch,Applied Bionics and Biomechanics,Jordan,2022
10.1111/jcmm.15162,32222024,,paper_mill,retraction_watch,Journal of Cellular and Molecular Medicine (JCMM),China,2020
10.1002/jcp.27893,30613973,,paper_mill,retraction_watch,Journal of Cellular Physiology,China,2019
10.1002/jcp.28902,31169309,,paper_mill,retraction_watch,Journal of Cellular Physiology,China,2019
10.1155/2023/5552798,37215201,,paper_mill,retraction_watch,Disease Markers,China,2023
10.1155/2022/1905437,36304779,,paper_mill,retraction_watch,Contrast Media & Molecular Imaging,China,2022
10.1155/2022/5642529,35789648,,paper_mill,retraction_watch,BioMed Research International,China,2022
10.1155/2022/9783113,35795769,,paper_mill,retraction_watch,Computational Intelligence and Neuroscience,China,2022
10.1155/2022/4239500,35692593,,paper_mill,retraction_watch,BioMed Research International,China,2022
10.1155/2021/5516819,34504897,,paper_mill,retraction_watch,BioMed Research International,Iran,2021
10.1155/2022/6120337,36262991,,paper_mill,retraction_watch,Contrast Media & Molecular Imaging,China,2022
10.1155/2022/1822262,36199783,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2022/2287470,36276995,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2023/3370440,37143506,,paper_mill,retraction_watch,BioMed Research International,China,2023
10.1155/2022/5188202,36035282,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2022/1871841,35615545,,paper_mill,retraction_watch,Computational Intelligence and Neuroscience,India;Saudi Arabia,2022
10.1155/2022/5358030,35392358,,paper_mill,retraction_watch,Applied Bionics and Biomechanics,China,2022
10.1155/2022/5456554,35814566,,paper_mill,retraction_watch,Computational Intelligence and Neuroscience,China,2022
10.1155/2022/9268206,35685351,,paper_mill,retraction_watch,Applied Bionics and Biomechanics,China,2022
10.1155/2022/6716324,36299828,,paper_mill,retraction_watch,Contrast Media & Molecular Imaging,China,2022
10.1155/2022/4357088,35140773,,paper_mill,retraction_watch,Computational Intelligence and Neuroscience,Bangladesh;India,2022
10.1155/2022/7352489,36193309,,paper_mill,retraction_watch,BioMed Research International,China;Russia,2022
10.1155/2022/2368155,35832243,,paper_mill,retraction_watch,Computational Intelligence and Neuroscience,China,2022
10.1155/2022/9747880,35726291,,paper_mill,retraction_watch,Computational Intelligence and Neuroscience,China,2022
10.1155/2022/7214904,36276991,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2022/7297499,35958917,,paper_mill,retraction_watch,Evidence-Based Complementary and Alternative Medicine,Australia;China,2022
10.1155/2022/7376844,35782072,,paper_mill,retraction_watch,BioMed Research International,China,2022
10.1155/2023/8262741,36785839,,paper_mill,retraction_watch,Journal of Healthcare Engineering,Kuwait;Pakistan;South Korea,2023
10.1155/2023/2620738,37090185,,paper_mill,retraction_watch,BioMed Research International,China,2023
10.1155/2021/2392395,34970309,,paper_mill,retraction_watch,Computational Intelligence and Neuroscience,Bangladesh;Egypt;India;Saudi Arabia,2021
10.1155/2022/8003525,35844445,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1155/2021/6627562,33791367,,paper_mill,retraction_watch,BioMed Research International,China,2021
10.1155/2021/9921195,34604388,,paper_mill,retraction_watch,BioMed Research International,China,2021
10.1155/2022/3342919,35721238,,paper_mill,retraction_watch,Applied Bionics and Biomechanics,China,2022
10.1155/2023/2986379,37181405,,paper_mill,retraction_watch,Contrast Media & Molecular Imaging,China,2023
10.1155/2021/3422393,34845413,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2021
10.1155/2022/6914157,35096134,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1002/zaac.201700190,,,paper_mill,retraction_watch,ZAAC: Zeitschrift fÃ¼r anorganische und allgemeine Chemie (Journal of Inorganic and General Chemistry),China,2017
10.1002/zaac.201800003,,,paper_mill,retraction_watch,ZAAC: Zeitschrift fÃ¼r anorganische und allgemeine Chemie (Journal of Inorganic and General Chemistry),China,2018
10.1002/zaac.201800059,,,paper_mill,retraction_watch,ZAAC: Zeitschrift fÃ¼r anorganische und allgemeine Chemie (Journal of Inorganic and General Chemistry),China,2018
10.1155/2022/1032503,36118838,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
10.1002/zaac.201800467,,,paper_mill,retraction_watch,ZAAC: Zeitschrift fÃ¼r anorganische und allgemeine Chemie (Journal of Inorganic and General Chemistry),China,2019
10.1155/2022/3118046,35103068,,paper_mill,retraction_watch,Computational and Mathematical Methods in Medicine,China,2022
